ID_Expediente,CURP,RFC,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo_Biologico,Estado,Latitud,Longitud,Afiliacion_Salud,Numero_Seguridad_Social,Tipo_Servicio_Ingreso,Antecedentes_Familiares_Diabetes,Antecedentes_Familiares_Hipertension,Antecedentes_Familiares_Cancer,Antecedentes_Personales_Tabaquismo,Antecedentes_Personales_Alcoholismo,Alergias_Declaradas,Clasificacion_Triage,Presion_Sistolica_mmHg,Presion_Diastolica_mmHg,Frecuencia_Cardiaca_lpm,Frecuencia_Respiratoria_rpm,Temperatura_C,Saturacion_Oxigeno_SpO2,Estatura_cm,Peso_kg,IMC,Estado_Nutricional,CIE10_Diagnostico,Diagnostico_Principal,Sintoma_Principal,Tratamiento_Farmacologico,Medico_Tratante_Cedula,Fecha_Hora_Apertura_Expediente
EXP-2026-00049,TOPJ500609HPLRÉR06,TOPJ500609Q31,Jorge,Torres,Pérez,1950-06-09,76,MASCULINO,Puebla,18.633698,-97.736642,IMSS-Bienestar,82-74-52-3964,Medicina Interna,No,Sí,No,Sí,No,Medio de Contraste Yodado,Verde / No Urgente,122,78,68,17,36.6,97,168.2,51.4,18.2,Desnutrición / Bajo Peso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,9008170,2026-07-07 10:23:04
EXP-2026-00050,MORJ750626HPLRDR04,MORJ750626L10,Jorge,Morales,Rodríguez,1975-06-26,51,MASCULINO,Puebla,18.755626,-98.17669,ISSSTEP,43-19-21-7243,Consulta General,Sí,No,No,No,No,Sulfonamidas,Verde / No Urgente,118,78,68,17,36.6,96,172.3,78.5,26.4,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,1348889,2026-02-26 14:49:04
EXP-2026-00051,CACA050928MPLSRN03,CACA050928U28,Ana Sofia,Castro,Cruz,2005-09-28,20,FEMENINO,Puebla,19.328567,-97.052093,IMSS-Bienestar,45-50-89-9886,Consulta General,Sí,Sí,Sí,No,No,AINES (Aspirina/Ibuprofeno),Naranja / Urgencia,119,81,97,25,36.6,89,153.8,74.0,31.3,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,4072483,2026-02-16 09:29:04
EXP-2026-00052,SEGG470313MPLÁTD02,SEGG470313159,Guadalupe Sofia,Sánchez,Gutiérrez,1947-03-13,79,FEMENINO,Puebla,18.547091,-97.946303,IMSS,80-64-82-9841,Urgencias,Sí,No,No,No,No,Ninguna,Naranja / Urgencia,174,92,75,15,36.2,97,154.3,59.2,24.9,Normal,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,9917649,2026-07-08 16:31:04
EXP-2026-00053,REGJ581011MPLYNN05,REGJ581011R85,Juana María,Reyes,González,1958-10-11,67,FEMENINO,Puebla,18.629466,-97.836652,ISSSTEP,20-10-26-8889,Consulta General,No,Sí,No,No,Sí,Ninguna,Amarillo / Valorable,116,80,110,21,38.7,96,137.7,53.7,28.3,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,6214317,2026-05-02 15:02:04
EXP-2026-00054,SEJJ531009MPLÁMN04,SEJJ531009K78,Juana Rosa,Sánchez,Jiménez,1953-10-09,72,FEMENINO,Puebla,18.713992,-98.375726,IMSS,18-78-93-8419,Medicina Interna,Sí,Sí,No,Sí,No,Sulfonamidas,Amarillo / Valorable,118,82,110,19,38.8,98,154.7,49.4,20.6,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,1175235,2026-01-28 22:47:04
EXP-2026-00055,PECL620426HPLÉSS06,PECL620426E25,Luis Carlos,Pérez,Castro,1962-04-26,64,MASCULINO,Puebla,20.186653,-97.685042,ISSSTEP,20-46-82-1426,Medicina Interna,Sí,No,No,No,No,Ninguna,Verde / No Urgente,120,77,71,14,36.3,96,165.2,78.4,28.7,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,1939322,2026-03-16 01:03:04
EXP-2026-00056,PEGF620429HPLÉNR06,PEGF620429Q33,Francisco Jorge,Pérez,González,1962-04-29,64,MASCULINO,Puebla,19.074112,-98.29876,ISSSTEP,20-10-39-1154,Consulta General,No,Sí,No,No,No,Medio de Contraste Yodado,Amarillo / Valorable,156,102,73,18,36.3,98,175.7,95.3,30.9,Obesidad,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,7840712,2026-04-27 11:08:04
EXP-2026-00057,RALJ800724HPLMÓN01,RALJ800724T55,Juan Ricardo,Ramírez,López,1980-07-24,46,MASCULINO,Puebla,20.13756,-97.037266,IMSS,60-17-76-3851,Urgencias,Sí,Sí,No,No,No,Ninguna,Amarillo / Valorable,116,77,98,22,39.0,96,169.9,80.5,27.9,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,9539759,2026-02-19 03:16:04
EXP-2026-00058,GEMJ341111MPLÓRN02,GEMJ341111V27,Juana,Gómez,Morales,1934-11-11,91,FEMENINO,Puebla,18.437489,-97.349361,Particular,71-41-54-8520,Pediatría,No,No,No,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,122,78,73,14,36.7,96,151.8,68.5,29.7,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,1148476,2026-07-03 14:32:04
EXP-2026-00059,MOFM350809HPLRLG05,MOFM350809M76,Miguel,Morales,Flores,1935-08-09,90,MASCULINO,Puebla,18.223534,-98.18452,ISSSTE,38-45-95-2353,Medicina Interna,Sí,No,Sí,No,Sí,Sulfonamidas,Amarillo / Valorable,118,81,99,19,38.5,99,171.4,88.7,30.2,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,5396863,2026-05-19 12:12:04
EXP-2026-00060,REFF400711HPLYLR07,REFF400711P33,Fernando,Reyes,Flores,1940-07-11,86,MASCULINO,Puebla,19.750824,-97.424917,ISSSTE,79-93-18-4756,Pediatría,No,No,No,No,No,Sulfonamidas,Verde / No Urgente,117,79,76,17,36.3,99,170.5,64.1,22.1,Normal,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,2781053,2026-02-12 23:09:04
EXP-2026-00061,ROCM000918HPLDSN00,ROCM000918I49,Manuel Carlos,Rodríguez,Castro,2000-09-18,25,MASCULINO,Puebla,19.59073,-98.029353,ISSSTE,52-55-78-4403,Medicina Interna,No,No,No,No,No,Ninguna,Verde / No Urgente,118,77,70,14,36.5,98,171.1,90.1,30.8,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,4206017,2026-05-11 08:30:04
EXP-2026-00062,GUMT800706MPLTRR07,GUMT800706V32,Teresa,Gutiérrez,Martínez,1980-07-06,46,FEMENINO,Puebla,19.426152,-97.35604,IMSS-Bienestar,85-40-48-7272,Consulta General,No,No,No,Sí,No,Sulfonamidas,Rojo / Emergencia,121,79,99,24,36.5,86,151.2,78.2,34.2,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,2891591,2026-06-30 09:00:04
EXP-2026-00063,GUSJ980924HPLTÁS09,GUSJ980924P12,Jesús,Gutiérrez,Sánchez,1998-09-24,27,MASCULINO,Puebla,20.204763,-97.532291,ISSSTEP,18-43-88-9300,Medicina Interna,No,No,No,Sí,No,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,117,77,91,21,37.7,99,165.3,56.5,20.7,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,7826101,2026-02-16 07:23:04
EXP-2026-00064,ROTL730101MPLDRS09,ROTL730101M59,Luisa,Rodríguez,Torres,1973-01-01,53,FEMENINO,Puebla,20.435841,-97.80078,Particular,37-82-39-9222,Medicina Interna,No,Sí,No,Sí,No,AINES (Aspirina/Ibuprofeno),Naranja / Urgencia,122,81,105,26,36.7,90,151.0,86.8,38.1,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,4971482,2026-03-02 07:22:04
EXP-2026-00065,HEGL780404MPLRTS01,HEGL780404S88,Luisa Gabriela,Hernández,Gutiérrez,1978-04-04,48,FEMENINO,Puebla,18.118137,-97.167905,ISSSTE,63-13-98-8946,Pediatría,No,No,Sí,No,Sí,Ninguna,Amarillo / Valorable,121,76,94,20,38.9,97,150.4,72.2,31.9,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,6637939,2026-03-15 05:00:04
EXP-2026-00066,JIRT870716MPLMDR02,JIRT870716W56,Teresa,Jiménez,Rodríguez,1987-07-16,39,FEMENINO,Puebla,18.684877,-97.19028,ISSSTE,43-39-95-7945,Consulta General,No,Sí,Sí,No,Sí,Medio de Contraste Yodado,Naranja / Urgencia,161,93,69,14,36.3,96,159.9,55.3,21.6,Normal,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,6969897,2026-02-23 04:10:04
EXP-2026-00067,GOGJ770717HPLNÓN03,GOGJ770717G99,Juan Carlos,González,Gómez,1977-07-17,49,MASCULINO,Puebla,20.564812,-97.605968,ISSSTEP,49-53-91-6872,Consulta General,No,Sí,No,No,No,AINES (Aspirina/Ibuprofeno),Rojo / Emergencia,117,79,111,22,36.6,87,169.1,73.8,25.8,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,1043990,2026-06-25 17:34:04
EXP-2026-00068,MADP880928MPLRÍT09,MADP880928Y35,Patricia Carmen,Martínez,Díaz,1988-09-28,37,FEMENINO,Puebla,19.908016,-97.0299,ISSSTEP,90-75-87-1738,Pediatría,No,Sí,Sí,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,116,78,73,18,36.4,99,158.9,74.8,29.6,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,8236542,2026-06-18 09:02:04
EXP-2026-00069,GOGL241105MPLNTS03,GOGL241105A87,Luisa Elena,González,Gutiérrez,2024-11-05,1,FEMENINO,Puebla,18.244225,-98.331732,ISSSTEP,44-68-44-1774,Pediatría,Sí,Sí,No,No,No,Ninguna,Verde / No Urgente,122,78,70,18,36.2,96,108.7,27.0,22.9,Normal,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,2362568,2026-04-03 05:48:04
EXP-2026-00070,RARR100521HPLMYF08,RARR100521O28,Rafael Pedro,Ramírez,Reyes,2010-05-21,16,MASCULINO,Puebla,19.897794,-97.658932,ISSSTEP,10-50-82-8165,Urgencias,Sí,No,No,No,No,Ninguna,Verde / No Urgente,121,76,72,18,36.7,99,166.5,77.6,28.0,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,1438307,2026-04-23 23:32:04
EXP-2026-00071,TOGL880327HPLRNS05,TOGL880327R34,Luis,Torres,González,1988-03-27,38,MASCULINO,Puebla,18.088587,-98.248408,ISSSTEP,48-52-31-7651,Medicina Interna,No,Sí,Sí,No,Sí,Ninguna,Verde / No Urgente,118,78,72,15,36.3,98,167.1,96.2,34.5,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,6111669,2026-03-23 11:20:04
EXP-2026-00072,MAHJ830322HPLRRV08,MAHJ830322S98,Javier,Martínez,Hernández,1983-03-22,43,MASCULINO,Puebla,19.08063,-97.188763,Particular,64-30-45-7902,Medicina Interna,Sí,Sí,Sí,No,No,Penicilina,Verde / No Urgente,121,78,75,15,36.3,96,163.4,87.0,32.6,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,4140888,2026-06-27 23:31:04
EXP-2026-00073,PELS900702MPLÉÓF06,PELS900702X75,Sofia Sofia,Pérez,López,1990-07-02,36,FEMENINO,Puebla,19.81642,-97.608577,Particular,48-39-84-5755,Medicina Interna,No,No,Sí,Sí,No,Ninguna,Amarillo / Valorable,118,77,90,18,38.1,99,155.6,75.5,31.2,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,4227204,2026-04-05 09:32:04
EXP-2026-00074,MAMF651008HPLRRR07,MAMF651008U56,Fernando,Martínez,Morales,1965-10-08,60,MASCULINO,Puebla,20.559606,-97.547831,ISSSTEP,35-44-62-9899,Pediatría,Sí,Sí,No,Sí,No,Penicilina,Verde / No Urgente,122,81,77,18,36.5,99,174.6,80.7,26.5,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,5886497,2026-03-04 11:24:04
EXP-2026-00075,RAGA101103MPLMRN07,RAGA101103089,Ana,Ramírez,García,2010-11-03,15,FEMENINO,Puebla,19.448018,-97.770113,IMSS-Bienestar,92-51-13-3145,Medicina Interna,No,Sí,Sí,No,No,Ninguna,Verde / No Urgente,116,82,70,16,36.6,99,152.1,72.8,31.5,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,7139220,2026-04-13 07:19:04
EXP-2026-00076,GECL610614HPLÓSS02,GECL610614845,Luis Miguel,Gómez,Castro,1961-06-14,65,MASCULINO,Puebla,19.963731,-96.85814,ISSSTEP,72-43-24-5121,Urgencias,No,Sí,No,No,No,Medio de Contraste Yodado,Amarillo / Valorable,121,78,95,18,37.8,98,167.3,57.0,20.4,Normal,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,4466531,2026-07-11 07:03:04
EXP-2026-00077,HETJ780501HPLRRV04,HETJ780501P16,Javier Carlos,Hernández,Torres,1978-05-01,48,MASCULINO,Puebla,20.008154,-98.316762,IMSS,51-19-64-8316,Medicina Interna,No,Sí,Sí,Sí,No,Penicilina,Amarillo / Valorable,122,77,105,21,39.0,96,156.5,93.9,38.3,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,6240995,2026-07-05 19:04:04
EXP-2026-00078,GACG841108MPLRRD09,GACG841108X86,Guadalupe Rosa,García,Cruz,1984-11-08,41,FEMENINO,Puebla,19.946896,-97.862909,Particular,62-94-68-1186,Medicina Interna,No,Sí,Sí,No,Sí,Sulfonamidas,Verde / No Urgente,119,79,72,16,36.3,99,155.2,55.0,22.8,Normal,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,4169277,2026-06-29 23:49:04
EXP-2026-00079,ROVL860919HPLDÁS03,ROVL860919022,Luis Javier,Rodríguez,Vázquez,1986-09-19,39,MASCULINO,Puebla,19.963877,-97.448999,IMSS-Bienestar,76-81-10-6966,Medicina Interna,No,No,No,Sí,Sí,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,122,81,100,19,38.9,98,162.9,77.0,29.0,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,9438054,2026-06-06 18:24:04
EXP-2026-00080,GAGT760910MPLRNR06,GAGT760910741,Teresa,García,González,1976-09-10,49,FEMENINO,Puebla,19.4173,-96.984218,IMSS-Bienestar,45-59-82-7767,Consulta General,Sí,Sí,No,No,No,Ninguna,Verde / No Urgente,116,78,74,16,36.4,99,154.9,64.0,26.7,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,4785034,2026-04-05 06:18:04
EXP-2026-00081,GUVF550131HPLTÁR08,GUVF550131H19,Fernando Fernando,Gutiérrez,Vázquez,1955-01-31,71,MASCULINO,Puebla,18.117055,-98.152867,IMSS-Bienestar,46-49-40-4651,Medicina Interna,No,No,Sí,Sí,Sí,Sulfonamidas,Verde / No Urgente,122,78,77,17,36.5,99,172.1,62.8,21.2,Normal,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,8858137,2026-07-12 15:03:04
EXP-2026-00082,REJA731117MPLYMN01,REJA731117Q77,Ana Carmen,Reyes,Jiménez,1973-11-17,52,FEMENINO,Puebla,19.908012,-97.341429,Particular,66-23-66-3856,Pediatría,No,Sí,No,No,No,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,120,78,102,22,38.7,97,153.2,59.1,25.2,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,3206893,2026-05-09 17:00:04
EXP-2026-00083,GEVM810514MPLÓÁR02,GEVM810514A46,Margarita Ana,Gómez,Vázquez,1981-05-14,45,FEMENINO,Puebla,18.292282,-96.841163,Particular,66-87-64-4386,Urgencias,No,Sí,No,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,122,77,70,16,36.5,98,149.8,73.9,32.9,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,2709740,2026-05-16 02:25:04
EXP-2026-00084,GESR910811HPLÓÁC09,GESR910811375,Ricardo Luis,Gómez,Sánchez,1991-08-11,34,MASCULINO,Puebla,19.901719,-97.591475,Particular,72-78-71-4698,Pediatría,No,No,No,No,No,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,116,76,90,18,37.8,97,160.0,76.3,29.8,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,9152654,2026-02-26 23:00:04
EXP-2026-00085,VUSM850425MPLÁÁR04,VUSM850425M86,María Verónica,Vázquez,Sánchez,1985-04-25,41,FEMENINO,Puebla,18.909939,-98.360199,Particular,26-39-13-8206,Urgencias,Sí,Sí,No,No,No,Penicilina,Rojo / Emergencia,119,82,108,22,36.6,86,160.4,79.2,30.8,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,1603424,2026-05-18 17:04:04
EXP-2026-00086,RAGS020803MPLMRF05,RAGS020803C85,Sofia Luisa,Ramírez,García,2002-08-03,23,FEMENINO,Puebla,20.566855,-97.36819,ISSSTEP,35-71-71-8586,Consulta General,Sí,Sí,Sí,No,No,Ninguna,Verde / No Urgente,121,78,68,14,36.4,97,158.0,66.4,26.6,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,1065526,2026-06-05 22:14:04
EXP-2026-00087,MORJ860508HPLRYN08,MORJ860508M72,Juan Manuel,Morales,Reyes,1986-05-08,40,MASCULINO,Puebla,20.360442,-96.909464,Particular,17-28-80-8110,Urgencias,Sí,No,No,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,117,77,75,14,36.6,97,172.5,74.1,24.9,Normal,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,7390871,2026-03-11 07:51:04
EXP-2026-00088,GODR120307MPLNÍS04,GODR120307X40,Rosa,González,Díaz,2012-03-07,14,FEMENINO,Puebla,19.322997,-98.064876,ISSSTE,44-49-93-9388,Urgencias,No,No,No,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,122,80,75,16,36.7,96,146.9,61.6,28.5,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,6963998,2026-07-06 06:54:04
EXP-2026-00089,GOHG790502MPLNRD00,GOHG790502V43,Guadalupe,González,Hernández,1979-05-02,47,FEMENINO,Puebla,19.166466,-98.373683,ISSSTE,25-17-27-2384,Consulta General,No,Sí,No,No,No,Penicilina,Amarillo / Valorable,118,76,105,20,38.8,98,148.5,56.2,25.5,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,1892621,2026-02-03 01:55:04
EXP-2026-00090,REMT420725MPLYRR07,REMT420725Y65,Teresa,Reyes,Martínez,1942-07-25,84,FEMENINO,Puebla,18.348897,-97.389593,ISSSTEP,91-60-87-6689,Medicina Interna,Sí,No,No,No,Sí,Sulfonamidas,Amarillo / Valorable,122,80,93,19,37.6,96,165.5,37.7,13.8,Desnutrición / Bajo Peso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,6846831,2026-06-26 18:22:04
EXP-2026-00091,GUSF031113HPLTÁR09,GUSF031113W24,Fernando Pedro,Gutiérrez,Sánchez,2003-11-13,22,MASCULINO,Puebla,19.975907,-97.177913,IMSS,29-25-81-2428,Medicina Interna,Sí,No,No,No,Sí,Ninguna,Naranja / Urgencia,175,99,73,16,36.6,96,177.9,86.6,27.4,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,7597036,2026-06-13 22:06:04
EXP-2026-00092,GEJT670318MPLÓMR06,GEJT670318J74,Teresa,Gómez,Jiménez,1967-03-18,59,FEMENINO,Puebla,19.991984,-97.002631,ISSSTEP,92-34-83-2279,Consulta General,No,Sí,No,No,Sí,Ninguna,Verde / No Urgente,121,81,75,15,36.2,97,161.9,51.3,19.6,Normal,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,7947228,2026-06-03 17:27:04
EXP-2026-00093,JIRJ070118HPLMDS02,JIRJ070118Z59,Jesús,Jiménez,Rodríguez,2007-01-18,19,MASCULINO,Puebla,19.242914,-97.106115,ISSSTEP,10-93-74-4317,Pediatría,No,No,No,No,No,Ninguna,Amarillo / Valorable,120,82,97,20,38.5,98,166.4,57.6,20.8,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,7022839,2026-06-13 19:29:04
EXP-2026-00094,RESJ010729HPLYÁS01,RESJ010729X71,Jesús,Reyes,Sánchez,2001-07-29,24,MASCULINO,Puebla,19.876911,-97.253649,Particular,14-37-64-8851,Consulta General,No,Sí,Sí,No,No,Ninguna,Rojo / Emergencia,119,77,107,22,36.4,87,173.1,80.2,26.8,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,1450129,2026-05-02 03:09:04
EXP-2026-00095,LEFP940503HPLÓLD09,LEFP940503U57,Pedro,López,Flores,1994-05-03,32,MASCULINO,Puebla,18.971997,-98.205987,Particular,90-31-23-3147,Consulta General,Sí,Sí,No,Sí,No,Ninguna,Verde / No Urgente,122,76,75,14,36.6,99,166.3,86.6,31.3,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,1895838,2026-04-24 05:32:04
EXP-2026-00096,RAGL470613HPLMNS08,RAGL470613Y21,Luis Carlos,Ramírez,González,1947-06-13,79,MASCULINO,Puebla,19.024987,-98.29834,ISSSTE,83-22-46-1509,Pediatría,No,No,No,No,Sí,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,122,81,74,16,36.4,99,160.9,96.8,37.4,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,8129656,2026-01-21 11:10:04
EXP-2026-00097,RERM060526MPLYDR09,RERM060526F71,María Verónica,Reyes,Rodríguez,2006-05-26,20,FEMENINO,Puebla,19.03527,-97.853181,ISSSTEP,49-14-30-2977,Pediatría,No,Sí,No,No,Sí,Medio de Contraste Yodado,Amarillo / Valorable,118,77,92,21,38.2,97,140.7,51.3,25.9,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,3748804,2026-01-20 23:49:04
EXP-2026-00098,TORM680217MPLRMR07,TORM680217G87,María Teresa,Torres,Ramírez,1968-02-17,58,FEMENINO,Puebla,18.044733,-98.1341,ISSSTEP,62-72-55-6167,Medicina Interna,Sí,Sí,No,No,No,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,120,76,94,22,37.8,98,148.6,81.0,36.7,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,8204310,2026-05-03 00:54:04
